wavelength,intensity
180.0,0.0
180.03333333333333,0.0
180.06666666666666,0.0
180.1,0.0
180.13333333333333,0.0
180.16666666666666,0.0
180.2,0.0
180.23333333333332,0.0
180.26666666666665,0.0
180.29999999999998,0.0
180.33333333333331,0.0
180.36666666666665,0.0
180.39999999999998,0.0
180.4333333333333,0.0
180.46666666666664,0.0
180.49999999999997,0.0
180.5333333333333,0.0
180.56666666666663,0.0
180.59999999999997,0.0
180.6333333333333,0.0
180.66666666666663,0.0
180.69999999999996,0.0
180.7333333333333,0.0
180.76666666666662,0.0
180.79999999999995,0.0
180.8333333333333,0.0
180.86666666666662,0.0
180.89999999999995,0.0
180.93333333333328,0.0
180.9666666666666,0.0
180.99999999999994,0.0
181.03333333333327,0.0
181.0666666666666,0.0
181.09999999999994,0.0
181.13333333333327,0.0
181.1666666666666,0.0
181.19999999999993,0.0
181.23333333333326,0.0
181.2666666666666,0.0
181.29999999999993,0.0
181.33333333333326,0.0
181.3666666666666,0.0
181.39999999999992,0.0
181.43333333333325,0.0
181.46666666666658,0.0
181.49999999999991,0.0
181.53333333333325,0.0
181.56666666666658,0.0
181.5999999999999,0.0
181.63333333333324,0.0
181.66666666666657,0.0
181.6999999999999,0.0
181.73333333333323,0.0
181.76666666666657,0.0
181.7999999999999,0.0
181.83333333333323,0.0
181.86666666666656,0.0
181.8999999999999,0.0
181.93333333333322,0.0
181.96666666666655,0.0
181.9999999999999,0.0
182.03333333333322,0.0
182.06666666666655,0.0
182.09999999999988,0.0
182.1333333333332,0.0
182.16666666666654,0.0
182.19999999999987,0.0
182.2333333333332,0.0
182.26666666666654,0.0
182.29999999999987,0.0
182.3333333333332,0.0
182.36666666666653,0.0
182.39999999999986,0.0
182.4333333333332,0.0
182.46666666666653,0.0
182.49999999999986,0.0
182.5333333333332,0.0
182.56666666666652,0.0
182.59999999999985,0.0
182.63333333333318,0.0
182.66666666666652,0.0
182.69999999999985,0.0
182.73333333333318,0.0
182.7666666666665,0.0
182.79999999999984,0.0
182.83333333333317,0.0
182.8666666666665,0.0
182.89999999999984,0.0
182.93333333333317,0.0
182.9666666666665,0.0
182.99999999999983,0.0
183.03333333333316,0.0
183.0666666666665,0.0
183.09999999999982,0.0
183.13333333333316,0.0
183.1666666666665,0.0
183.19999999999982,0.0
183.23333333333315,0.0
183.26666666666648,0.0
183.2999999999998,0.0
183.33333333333314,0.0
183.36666666666648,0.0
183.3999999999998,0.0
183.43333333333314,0.0
183.46666666666647,0.0
183.4999999999998,0.0
183.53333333333313,0.0
183.56666666666646,0.0
183.5999999999998,0.0
183.63333333333313,0.0
183.66666666666646,0.0
183.6999999999998,0.0
183.73333333333312,0.0
183.76666666666645,0.0
183.79999999999978,0.0
183.83333333333312,0.0
183.86666666666645,0.0
183.89999999999978,0.0
183.9333333333331,0.0
183.96666666666644,0.0
183.99999999999977,0.0
184.0333333333331,0.0
184.06666666666644,0.0
184.09999999999977,0.0
184.1333333333331,0.0
184.16666666666643,0.0
184.19999999999976,0.0
184.2333333333331,0.0
184.26666666666642,0.0
184.29999999999976,0.0
184.3333333333331,0.0
184.36666666666642,0.0
184.39999999999975,0.0
184.43333333333308,0.0
184.4666666666664,0.0
184.49999999999974,0.0
184.53333333333308,0.0
184.5666666666664,0.0
184.59999999999974,0.0
184.63333333333307,0.0
184.6666666666664,0.0
184.69999999999973,0.0
184.73333333333306,0.0
184.7666666666664,0.0
184.79999999999973,0.0
184.83333333333306,0.0
184.8666666666664,0.0
184.89999999999972,0.0
184.93333333333305,0.0
184.96666666666638,0.0
184.99999999999972,0.0
185.03333333333305,0.0
185.06666666666638,0.0
185.0999999999997,0.0
185.13333333333304,0.0
185.16666666666637,0.0
185.1999999999997,0.0
185.23333333333304,0.0
185.26666666666637,0.0
185.2999999999997,0.0
185.33333333333303,0.0
185.36666666666636,0.0
185.3999999999997,0.0
185.43333333333302,0.0
185.46666666666636,0.0
185.4999999999997,0.0
185.53333333333302,0.0
185.56666666666635,0.0
185.59999999999968,0.0
185.633333333333,0.0
185.66666666666634,0.0
185.69999999999968,0.0
185.733333333333,0.0
185.76666666666634,0.0
185.79999999999967,0.0
185.833333333333,0.0
185.86666666666633,0.0
185.89999999999966,0.0
185.933333333333,0.0
185.96666666666633,0.0
185.99999999999966,0.0
186.033333333333,0.0
186.06666666666632,0.0
186.09999999999965,0.0
186.13333333333298,0.0
186.16666666666632,0.0
186.19999999999965,0.0
186.23333333333298,0.0
186.2666666666663,0.0
186.29999999999964,0.0
186.33333333333297,0.0
186.3666666666663,0.0
186.39999999999964,0.0
186.43333333333297,0.0
186.4666666666663,0.0
186.49999999999963,0.0
186.53333333333296,0.0
186.5666666666663,0.0
186.59999999999962,0.0
186.63333333333296,0.0
186.6666666666663,0.0
186.69999999999962,0.0
186.73333333333295,0.0
186.76666666666628,0.0
186.7999999999996,0.0
186.83333333333294,0.0
186.86666666666628,0.0
186.8999999999996,0.0
186.93333333333294,0.0
186.96666666666627,0.0
186.9999999999996,0.0
187.03333333333293,0.0
187.06666666666626,0.0
187.0999999999996,0.0
187.13333333333293,0.0
187.16666666666626,0.0
187.1999999999996,0.0
187.23333333333292,0.0
187.26666666666625,0.0
187.29999999999959,0.0
187.33333333333292,0.0
187.36666666666625,0.0
187.39999999999958,0.0
187.4333333333329,0.0
187.46666666666624,0.0
187.49999999999957,0.0
187.5333333333329,0.0
187.56666666666624,0.0
187.59999999999957,0.0
187.6333333333329,0.0
187.66666666666623,0.0
187.69999999999956,0.0
187.7333333333329,0.0
187.76666666666623,0.0
187.79999999999956,0.0
187.8333333333329,0.0
187.86666666666622,0.0
187.89999999999955,0.0
187.93333333333288,0.0
187.9666666666662,0.0
187.99999999999955,0.0
188.03333333333288,0.0
188.0666666666662,0.0
188.09999999999954,0.0
188.13333333333287,0.0
188.1666666666662,0.0
188.19999999999953,13.6444074093114
188.23333333333287,6.371009180103217
188.2666666666662,6.009760695886547
188.29999999999953,15.851033144785669
188.33333333333286,32.357789365766905
188.3666666666662,48.71795905286967
188.39999999999952,58.95511425139967
188.43333333333285,61.963281004623724
188.46666666666619,58.35609761722434
188.49999999999952,49.60133025350597
188.53333333333285,40.661675214178246
188.56666666666618,37.39370456335239
188.5999999999995,43.04564271760939
188.63333333333284,53.114601709472744
188.66666666666617,61.67871846431681
188.6999999999995,65.53217146035665
188.73333333333284,67.387291835098
188.76666666666617,70.69684847516568
188.7999999999995,76.28802964709334
188.83333333333283,80.7380378846765
188.86666666666616,80.34108083361214
188.8999999999995,74.89331034835764
188.93333333333283,68.43966883028203
188.96666666666616,65.13968936041832
188.9999999999995,66.38666703623494
189.03333333333282,71.04965313802542
189.06666666666615,77.85329253975142
189.09999999999948,84.86744163691213
189.1333333333328,89.71363545348174
189.16666666666615,90.19919365872626
189.19999999999948,85.80312476881605
189.2333333333328,76.85624535680383
189.26666666666614,64.19766861203092
189.29999999999947,51.70163414728289
189.3333333333328,44.37826682615956
189.36666666666613,45.85756015923464
189.39999999999947,53.77952928097412
189.4333333333328,64.16189011647442
189.46666666666613,73.124277702075
189.49999999999946,77.10445582900005
189.5333333333328,72.6235246937334
189.56666666666612,61.14835391187451
189.59999999999945,55.38216473273974
189.63333333333279,69.37943008853094
189.66666666666612,102.14181432637078
189.69999999999945,127.4270503453337
189.73333333333278,118.0458177688535
189.7666666666661,99.1229154104059
189.79999999999944,161.1854272661954
189.83333333333277,393.8741909745979
189.8666666666661,784.2741163229454
189.89999999999944,1223.4891218774856
189.93333333333277,1600.2336631042735
189.9666666666661,1820.1631192127904
189.99999999999943,1800.7790629076108
190.03333333333276,1480.238508581042
190.0666666666661,975.7951896786803
190.09999999999943,497.529599856891
190.13333333333276,223.70014995104026
190.1666666666661,132.4815762237651
190.19999999999942,126.20057879221491
190.23333333333275,123.33400243584069
190.26666666666608,113.55557072206702
190.29999999999941,105.97820539943021
190.33333333333275,106.87099481940389
190.36666666666608,113.60200993203279
190.3999999999994,121.8062299060269
190.43333333333274,127.88978672286588
190.46666666666607,130.0069879888315
190.4999999999994,126.5814057431288
190.53333333333273,118.12151067792946
190.56666666666607,108.60853201907577
190.5999999999994,102.29439843270687
190.63333333333273,101.4045742804224
190.66666666666606,105.65929239024027
190.6999999999994,114.45795351795913
190.73333333333272,123.89890134968287
190.76666666666605,127.03919656344551
190.7999999999994,117.61391869645416
190.83333333333272,99.35433923008748
190.86666666666605,82.83920742028666
190.89999999999938,77.3827600662569
190.9333333333327,80.4162052431443
190.96666666666604,83.37069614903506
190.99999999999937,79.3781593143872
191.0333333333327,71.92260839061231
191.06666666666604,68.28694320794872
191.09999999999937,73.28491786523554
191.1333333333327,81.33070258414541
191.16666666666603,84.10989749190956
191.19999999999936,76.94757759157494
191.2333333333327,66.0748384129651
191.26666666666603,59.73658165859357
191.29999999999936,62.39924375384069
191.3333333333327,70.3507325041486
191.36666666666602,78.84119474226958
191.39999999999935,85.09185055304056
191.43333333333268,89.44994308276824
191.46666666666601,92.48604867286372
191.49999999999935,93.08286333057906
191.53333333333268,88.14307113995672
191.566666666666,74.81416901122866
191.59999999999934,56.73077094560855
191.63333333333267,43.173567798389826
191.666666666666,42.68593056298189
191.69999999999933,53.088381864909095
191.73333333333267,65.30238078955557
191.766666666666,71.27378293718144
191.79999999999933,71.85547121754622
191.83333333333266,72.09370861997378
191.866666666666,76.01587556740655
191.89999999999932,81.9590332240941
191.93333333333266,86.32994298988267
191.966666666666,86.55509104633751
191.99999999999932,83.99720354896574
192.03333333333265,80.96659104385698
192.06666666666598,79.36701261810549
192.0999999999993,79.98766539343745
192.13333333333264,83.42051717804097
192.16666666666598,89.2292611577343
192.1999999999993,94.94255698912035
192.23333333333264,97.88606595732308
192.26666666666597,97.20654095266973
