	Longueur d'onde (nm)	Intensité	Numéro	Intensité normalisée	Intensité normalisée.1
0	200.385	18000	3	66.66666666666667	
1	209.21599999999998	1500	14	5.555555555555555	
2	210.958	1700	13	6.296296296296297	
3	220.88099999999997	290	67	1.0740740740740742	
4	221.385	540	45	2.0	
5	222.18400000000003	770	32	2.8518518518518516	
6	253.30599999999998	75	166	0.2777777777777778	
7	257.276	580	43	2.1481481481481484	
8	257.551	480	49	1.7777777777777777	
9	258.431	550	44	2.037037037037037	
10	259.29400000000004	250	80	0.9259259259259259	
11	259.57599999999996	250	81	0.9259259259259259	
12	260.214	40	228	0.14814814814814814	
13	262.29	140	126	0.5185185185185185	
14	262.404	150	115	0.5555555555555556	
15	262.664	95	145	0.35185185185185186	
16	263.026	30	250	0.1111111111111111	
17	263.057	60	189	0.2222222222222222	
18	266.7	45	224	0.16666666666666666	
19	267.633	30	251	0.1111111111111111	
20	268.172	40	229	0.14814814814814814	
21	268.302	45	225	0.16666666666666666	
22	268.375	23	264	0.08518518518518518	
23	269.26599999999996	85	153	0.3148148148148148	
24	273.88599999999997	30	252	0.1111111111111111	
25	276.093	45	223	0.16666666666666666	
26	277.144	30	253	0.1111111111111111	
27	277.623	30	248	0.1111111111111111	
28	278.0	30	254	0.1111111111111111	
29	278.92	55	198	0.2037037037037037	
30	279.036	60	190	0.2222222222222222	
31	279.108	60	191	0.2222222222222222	
32	279.482	6200	5	22.962962962962962	
33	279.827	5100	7	18.88888888888889	
34	279.98400000000004	220	85	0.8148148148148148	
35	280.106	3700	8	13.703703703703704	
36	280.41	70	167	0.25925925925925924	
37	280.61400000000003	60	192	0.2222222222222222	
38	280.802	55	199	0.2037037037037037	
39	280.911	110	140	0.4074074074074074	
40	281.284	60	193	0.2222222222222222	
41	281.347	70	168	0.25925925925925924	
42	281.797	85	154	0.3148148148148148	
43	281.877	40	230	0.14814814814814814	
44	282.145	55	200	0.2037037037037037	
45	282.255	55	201	0.2037037037037037	
46	283.079	80	158	0.2962962962962963	
47	283.631	27	257	0.1	
48	288.29	40	231	0.14814814814814814	
49	290.722	40	232	0.14814814814814814	
50	291.46	140	124	0.5185185185185185	
51	292.557	190	99	0.7037037037037037	
52	292.868	27	258	0.1	
53	293.402	27	259	0.1	
