	Longueur d'onde (nm)	Intensité	Numéro	Intensité normalisée	Intensité normalisée.1
0	202.3489	280	32	16.470588235294116	
1	202.4516	180	40	10.588235294117647	
2	203.2432	400	24	23.529411764705884	
3	203.3477	400	25	23.529411764705884	
4	213.5465	400	26	23.529411764705884	
5	213.6182	400	27	23.529411764705884	
6	214.9145	400	28	23.529411764705884	
7	215.294	280	33	16.470588235294116	
8	215.408	500	19	29.41176470588235	
9	223.5732	180	41	10.588235294117647	
10	253.3976	750	13	44.11764705882353	
11	253.5603	950	9	55.88235294117647	
12	255.3262	750	14	44.11764705882353	
13	255.4915	500	20	29.41176470588235	
14	507.9381	100	69	5.882352941176471	
15	509.8221	100	70	5.882352941176471	
16	510.0974	100	71	5.882352941176471	
17	510.9628	140	56	8.235294117647058	
18	515.4844	140	57	8.235294117647058	
19	516.229	180	42	10.588235294117647	
20	529.3539	140	58	8.235294117647058	
21	534.5851	180	43	10.588235294117647	
22	536.4631	100	72	5.882352941176471	
23	542.8094	100	73	5.882352941176471	
24	545.8305	140	59	8.235294117647058	
25	547.7672	180	44	10.588235294117647	
26	547.786	140	60	8.235294117647058	
27	547.8267	140	61	8.235294117647058	
28	551.4774	100	74	5.882352941176471	
29	551.6997	100	75	5.882352941176471	
30	609.769	180	45	10.588235294117647	
31	619.9024	500	21	29.41176470588235	
32	621.0499	180	46	10.588235294117647	
33	637.5681	140	62	8.235294117647058	
34	638.8579	100	76	5.882352941176471	
35	671.7411	100	77	5.882352941176471	
36	710.22	100	78	5.882352941176471	
37	715.8367	100	79	5.882352941176471	
38	716.5465	180	47	10.588235294117647	
39	717.5102	180	48	10.588235294117647	
40	717.666	180	49	10.588235294117647	
41	804.6801	100	80	5.882352941176471	
42	827.8058	140	63	8.235294117647058	
43	836.7856	100	81	5.882352941176471	
44	853.1475	140	64	8.235294117647058	
45	861.3835	140	65	8.235294117647058	
46	863.7578	180	50	10.588235294117647	
47	874.1529	400	29	23.529411764705884	
48	887.2174	100	82	5.882352941176471	
49	915.334	140	66	8.235294117647058	
50	917.5819	180	51	10.588235294117647	
51	919.385	950	10	55.88235294117647	
52	927.888	600	16	35.294117647058826	
53	930.4939999999999	1250	7	73.52941176470588	
54	932.35	500	22	29.41176470588235	
55	932.7130000000001	100	83	5.882352941176471	
56	937.209	140	67	8.235294117647058	
57	943.5069	950	11	55.88235294117647	
58	944.186	950	12	55.88235294117647	
59	945.283	600	17	35.294117647058826	
60	948.184	100	84	5.882352941176471	
61	949.212	100	85	5.882352941176471	
62	949.3560000000001	1250	8	73.52941176470588	
63	952.178	180	52	10.588235294117647	
64	952.573	1700	1	100.0	
65	954.518	1500	4	88.23529411764706	
66	955.681	280	34	16.470588235294116	
67	956.3439	1700	2	100.0	
68	959.35	280	35	16.470588235294116	
69	960.904	750	15	44.11764705882353	
70	962.58	180	53	10.588235294117647	
71	962.842	180	54	10.588235294117647	
72	963.8939	400	30	23.529411764705884	
73	967.541	140	68	8.235294117647058	
74	967.6239999999999	500	23	29.41176470588235	
75	970.6533	180	55	10.588235294117647	
76	973.475	1500	5	88.23529411764706	
77	973.668	280	36	16.470588235294116	
78	975.077	1500	6	88.23529411764706	
79	976.077	100	86	5.882352941176471	
80	977.685	100	87	5.882352941176471	
81	977.9110000000001	100	88	5.882352941176471	
82	979.0210000000001	600	18	35.294117647058826	
83	979.685	1700	3	100.0	
84	983.48	280	37	16.470588235294116	
85	990.368	400	31	23.529411764705884	
86	997.6669999999999	280	38	16.470588235294116	
87	1008.43	229	39	13.470588235294118	
