<Parametre Laser Version:14>ICB

Freq:
1
Temps chauffe:
0
Attenuateur:
-1
Energy:
0
T
X:
0.000
Y:
0.000
Z:
0.000
<Parametres d'acquisition Version:14>
Ocean Optics
Delai :
0.000000
Porte :
5000000000.000000
Temp exp :
0.005000
Gain :
0
Mode acq :
0
						Nb Acc :
1
Trigger :
1
Temp :
0
Temp photodiode:
0.00
Temp int :
0.0
Temp Calibr :
0.0
Dark :
0
						Chemin dark :

Chemin FichierSous :

Offset :
0
Temp Ajuste :
1
Date :
21/1/2020 10:58:0
Fichiers spm :
0

						Nb Traits réseau:
0
Lambda centrale:
0.000000
BinningCentral
0
BinningHauteur:
0
197.974	910.000
198.089	901.000
198.204	902.000
198.319	902.000
198.434	890.000
198.549	914.000
198.664	896.000
198.779	918.000
198.893	900.000
199.008	890.000
199.123	902.000
199.238	908.000
199.353	902.000
199.468	917.000
199.583	880.000
199.698	904.000
199.812	889.000
199.927	886.000
200.042	885.000
200.157	898.000
200.272	893.000
200.387	880.000
200.501	883.000
200.616	882.000
200.731	921.000
200.846	897.000
200.961	930.000
201.075	956.000
201.190	915.000
201.305	932.000
201.420	918.000
201.534	901.000
201.649	919.000
201.764	902.000
201.878	914.000
201.993	919.000
202.108	949.000
202.223	922.000
202.337	925.000
202.452	915.000
202.567	921.000
202.681	912.000
202.796	904.000
202.911	914.000
203.025	907.000
203.140	934.000
203.254	916.000
203.369	904.000
203.484	890.000
203.598	893.000
203.713	938.000
203.827	910.000
203.942	914.000
204.057	913.000
204.171	924.000
204.286	913.000
204.400	899.000
204.515	927.000
204.629	924.000
204.744	906.000
204.858	912.000
204.973	910.000
205.087	931.000
205.202	909.000
205.316	924.000
205.431	900.000
205.545	914.000
205.660	919.000
205.774	913.000
205.888	927.000
206.003	904.000
206.117	951.000
206.232	895.000
206.346	891.000
206.460	917.000
206.575	918.000
206.689	919.000
206.804	883.000
206.918	927.000
207.032	917.000
207.147	916.000
207.261	913.000
207.375	931.000
207.490	949.000
207.604	897.000
207.718	928.000
207.833	922.000
207.947	914.000
208.061	911.000
208.175	924.000
208.290	935.000
208.404	926.000
208.518	917.000
208.632	905.000
208.747	895.000
208.861	942.000
208.975	924.000
209.089	929.000
209.204	908.000
209.318	914.000
209.432	933.000
209.546	924.000
209.660	960.000
209.774	941.000
209.889	949.000
210.003	934.000
210.117	966.000
210.231	980.000
210.345	958.000
210.459	994.000
210.573	999.000
210.688	987.000
210.802	992.000
210.916	978.000
211.030	974.000
211.144	991.000
211.258	1045.000
211.372	977.000
211.486	961.000
211.600	978.000
211.714	965.000
211.828	948.000
211.942	937.000
212.056	943.000
212.170	940.000
212.284	933.000
212.398	942.000
212.512	962.000
212.626	941.000
212.740	967.000
212.854	984.000
212.968	943.000
213.082	980.000
213.196	954.000
213.310	999.000
213.424	1003.000
213.537	991.000
213.651	1054.000
213.765	1003.000
213.879	958.000
213.993	946.000
214.107	965.000
214.221	946.000
214.335	945.000
214.448	974.000
214.562	962.000
214.676	958.000
214.790	980.000
214.904	1022.000
215.018	1004.000
215.131	964.000
215.245	964.000
215.359	963.000
215.473	967.000
215.586	937.000
215.700	917.000
215.814	941.000
215.928	944.000
216.041	940.000
216.155	933.000
216.269	933.000
216.383	949.000
216.496	929.000
216.610	929.000
216.724	917.000
216.837	943.000
216.951	932.000
217.065	934.000
217.178	933.000
217.292	940.000
217.406	933.000
217.519	941.000
217.633	948.000
217.746	936.000
217.860	909.000
217.974	942.000
218.087	945.000
218.201	943.000
218.314	937.000
218.428	932.000
218.541	927.000
218.655	922.000
218.769	938.000
218.882	930.000
218.996	945.000
219.109	955.000
219.223	992.000
219.336	958.000
219.450	935.000
219.563	969.000
219.677	988.000
219.790	982.000
219.904	966.000
220.017	963.000
220.130	978.000
220.244	935.000
220.357	973.000
220.471	920.000
220.584	969.000
220.698	962.000
220.811	996.000
220.924	1001.000
221.038	970.000
221.151	970.000
221.264	951.000
221.378	956.000
221.491	942.000
221.605	936.000
221.718	942.000
221.831	919.000
221.944	939.000
222.058	929.000
222.171	927.000
222.284	915.000
222.398	953.000
222.511	950.000
222.624	951.000
222.738	964.000
222.851	935.000
222.964	938.000
223.077	910.000
223.190	951.000
223.304	932.000
223.417	939.000
223.530	969.000
223.643	947.000
223.757	925.000
223.870	938.000
223.983	955.000
224.096	922.000
224.209	932.000
224.322	966.000
224.436	944.000
224.549	939.000
224.662	942.000
224.775	955.000
224.888	973.000
225.001	938.000
225.114	979.000
225.227	943.000
225.340	949.000
225.453	957.000
225.567	947.000
225.680	946.000
225.793	933.000
225.906	963.000
226.019	964.000
226.132	933.000
226.245	954.000
226.358	975.000
226.471	952.000
226.584	956.000
226.697	987.000
226.810	969.000
226.923	951.000
227.036	981.000
227.149	958.000
227.262	948.000
227.375	951.000
227.487	986.000
227.600	995.000
227.713	983.000
227.826	981.000
227.939	979.000
228.052	977.000
228.165	955.000
228.278	990.000
228.391	987.000
228.504	953.000
228.616	972.000
228.729	966.000
228.842	985.000
228.955	966.000
229.068	990.000
229.180	966.000
229.293	950.000
229.406	960.000
229.519	981.000
229.632	980.000
229.744	956.000
229.857	974.000
229.970	964.000
230.083	932.000
230.195	957.000
230.308	955.000
230.421	970.000
230.534	958.000
230.646	980.000
230.759	967.000
230.872	982.000
230.984	964.000
231.097	941.000
231.210	973.000
231.322	992.000
231.435	953.000
231.548	948.000
231.660	937.000
231.773	977.000
231.886	940.000
231.998	946.000
232.111	920.000
232.223	967.000
232.336	999.000
232.449	941.000
232.561	977.000
232.674	970.000
232.786	980.000
232.899	981.000
233.011	970.000
233.124	972.000
233.237	952.000
233.349	995.000
233.462	981.000
233.574	978.000
233.687	973.000
233.799	971.000
233.912	956.000
234.024	978.000
234.136	994.000
234.249	968.000
234.361	979.000
234.474	972.000
234.586	985.000
234.699	965.000
234.811	953.000
234.924	987.000
235.036	992.000
235.148	934.000
235.261	939.000
235.373	981.000
235.485	989.000
235.598	946.000
235.710	1012.000
235.823	998.000
235.935	985.000
236.047	959.000
236.159	963.000
236.272	979.000
236.384	968.000
236.496	994.000
236.609	984.000
236.721	973.000
236.833	987.000
236.946	984.000
237.058	970.000
237.170	976.000
237.282	984.000
237.395	980.000
237.507	963.000
237.619	978.000
237.731	986.000
237.843	1006.000
237.956	966.000
238.068	986.000
238.180	966.000
238.292	971.000
238.404	972.000
238.516	954.000
238.629	988.000
238.741	948.000
238.853	1003.000
238.965	1019.000
239.077	958.000
239.189	1021.000
239.301	1021.000
239.413	1015.000
239.526	1041.000
239.638	1033.000
239.750	986.000
239.862	1005.000
239.974	1014.000
240.086	1025.000
240.198	986.000
240.310	966.000
240.422	1035.000
240.534	967.000
240.646	997.000
240.758	996.000
240.870	964.000
240.982	996.000
241.094	986.000
241.206	989.000
241.318	997.000
241.430	984.000
241.542	1022.000
241.654	1014.000
241.766	1018.000
241.877	968.000
241.989	1002.000
242.101	1010.000
242.213	954.000
242.325	983.000
242.437	998.000
242.549	997.000
242.661	973.000
242.773	1040.000
242.884	1014.000
242.996	997.000
243.108	1002.000
243.220	1019.000
243.332	1020.000
243.444	989.000
243.555	1016.000
243.667	997.000
243.779	1016.000
