<Parametre Laser Version:14>ICB

Freq:
1
Temps chauffe:
0
Attenuateur:
-1
Energy:
0
T
X:
0.000
Y:
0.000
Z:
0.000
<Parametres d'acquisition Version:14>
Ocean Optics
Delai :
0.000000
Porte :
5000000000.000000
Temp exp :
0.005000
Gain :
0
Mode acq :
0
						Nb Acc :
1
Trigger :
1
Temp :
0
Temp photodiode:
0.00
Temp int :
0.0
Temp Calibr :
0.0
Dark :
0
						Chemin dark :

Chemin FichierSous :

Offset :
0
Temp Ajuste :
1
Date :
25/5/2023 15:46:45
Fichiers spm :
0

						Nb Traits réseau:
0
Lambda centrale:
0.000000
BinningCentral
0
BinningHauteur:
0
197.974	440.000
198.089	454.000
198.204	457.000
198.319	455.000
198.434	441.000
198.549	441.000
198.664	455.000
198.779	446.000
198.893	469.000
199.008	439.000
199.123	458.000
199.238	452.000
199.353	458.000
199.468	448.000
199.583	452.000
199.698	462.000
199.812	454.000
199.927	468.000
200.042	454.000
200.157	455.000
200.272	447.000
200.387	465.000
200.501	452.000
200.616	462.000
200.731	470.000
200.846	468.000
200.961	461.000
201.075	451.000
201.190	490.000
201.305	461.000
201.420	467.000
201.534	453.000
201.649	483.000
201.764	478.000
201.878	476.000
201.993	478.000
202.108	494.000
202.223	517.000
202.337	486.000
202.452	508.000
202.567	480.000
202.681	489.000
202.796	472.000
202.911	499.000
203.025	510.000
203.140	507.000
203.254	522.000
203.369	541.000
203.484	540.000
203.598	486.000
203.713	492.000
203.827	491.000
203.942	499.000
204.057	518.000
204.171	520.000
204.286	487.000
204.400	479.000
204.515	502.000
204.629	470.000
204.744	490.000
204.858	466.000
204.973	503.000
205.087	500.000
205.202	498.000
205.316	520.000
205.431	501.000
205.545	488.000
205.660	475.000
205.774	498.000
205.888	510.000
206.003	487.000
206.117	477.000
206.232	471.000
206.346	469.000
206.460	459.000
206.575	459.000
206.689	471.000
206.804	475.000
206.918	459.000
207.032	470.000
207.147	461.000
207.261	477.000
207.375	465.000
207.490	485.000
207.604	486.000
207.718	473.000
207.833	475.000
207.947	468.000
208.061	475.000
208.175	470.000
208.290	483.000
208.404	474.000
208.518	474.000
208.632	479.000
208.747	475.000
208.861	464.000
208.975	466.000
209.089	478.000
209.204	474.000
209.318	462.000
209.432	477.000
209.546	491.000
209.660	516.000
209.774	509.000
209.889	507.000
210.003	499.000
210.117	541.000
210.231	529.000
210.345	533.000
210.459	503.000
210.573	503.000
210.688	498.000
210.802	555.000
210.916	574.000
211.030	553.000
211.144	540.000
211.258	535.000
211.372	519.000
211.486	518.000
211.600	549.000
211.714	546.000
211.828	541.000
211.942	593.000
212.056	644.000
212.170	626.000
212.284	620.000
212.398	656.000
212.512	599.000
212.626	572.000
212.740	556.000
212.854	586.000
212.968	562.000
213.082	607.000
213.196	665.000
213.310	724.000
213.424	724.000
213.537	595.000
213.651	580.000
213.765	535.000
213.879	515.000
213.993	496.000
214.107	518.000
214.221	497.000
214.335	502.000
214.448	534.000
214.562	536.000
214.676	594.000
214.790	537.000
214.904	522.000
215.018	495.000
215.131	494.000
215.245	479.000
215.359	500.000
215.473	489.000
215.586	496.000
215.700	481.000
