	Longueur d'onde (nm)	Intensité	Numéro	Intensité normalisée
0	237.83241	4841104.10942002	23.0	0.31032844756251204
1	253.65209	1559993660.73097	1.0	100.0
2	265.20421	107813598.784085	9.0	6.911156211594253
3	265.513	30539133.3623483	15.0	1.9576447091482734
4	275.27818	14399060.3838509	17.0	0.923020442089739
5	285.69305	789354.659669995	28.0	0.05059986329047807
6	289.36001	35256429.8560759	13.0	2.260036738838779
7	292.54127	10484984.8955326	19.0	0.6721171476183837
8	296.72832	139485270.936946	8.0	8.94139985617551
9	302.15041	172784982.847166	6.0	11.076005447753149
10	302.34748	22793638.8063514	16.0	1.4611366302393134
11	302.74888	4820979.30037225	24.0	0.3090383904581556
12	312.56732	314300560.021514	4.0	20.147553668534876
13	334.14834	32670035.0984923	14.0	2.0942415293651915
14	365.01579	733267898.356209	2.0	47.00454346799204
15	365.48429	74936958.425779	11.0	4.803670701499236
16	366.28869	8843244.3245794	20.0	0.5668769397713898
17	404.65643	140235304.889904	7.0	8.989479151100754
18	407.7837	7370976.11607521	21.0	0.4725003890478231
19	410.8054	668659.945566341	29.0	0.04286299120299152
20	433.92228	4899847.72131392	22.0	0.3140940790117049
21	434.74951	14242859.0119008	18.0	0.9130074929424385
22	435.83363	352242188.929729	3.0	22.579719251210165
23	491.6045	2418786.96480461	25.0	0.15505107653265932
24	546.07498	245991023.741877	5.0	15.768719446373415
25	576.96095	60885773.1679011	12.0	3.902950037590006
26	578.96805	932465.046358913	27.0	0.05977364330583148
27	579.06705	80311262.6300798	10.0	5.148178781216853
28	690.746	1759190.13909434	26.0	0.11276905691206668
29	772.8825	352016.111876833	31.0	0.022565227073543873
30	906.74	127474.844659202	34.0	0.008171497607206353
31	983.789	325105.556810251	32.0	0.020840184482411005
32	996.899	587344.096849609	30.0	0.037650415616073456
33	999.85	229762.124218987	33.0	0.014728401146920483
