	Longueur d'onde (nm)	Intensité	Numéro	Intensité normalisée
0	204.08718	187881745.861125	39.0	4.3152221969927425
1	204.963568	720508289.914899	10.0	16.54845898683644
2	207.911797	4353929815.99091	1.0	100.0
3	209.475078	1886992172.35968	3.0	43.33997680507443
4	210.067481	548574389.803549	19.0	12.599523028340299
5	210.618726	590213932.862334	16.0	13.555889915694642
6	211.887453	611369639.702205	14.0	14.041789039795615
7	212.157561	155200700.113096	42.0	3.5646118948238934
8	216.99379	144836238.497143	43.0	3.3265634637746166
9	218.222413	257901673.42	34.0	5.923422846018115
10	218.936277	382389582.390963	27.0	8.782630831267431
11	219.344812	211240804.511898	38.0	4.851727369055483
12	219.452796	292100806.510191	31.0	6.708900208666131
13	222.5901	979258738.826673	6.0	22.491376301705586
14	224.519428	491157327.773644	23.0	11.280781926473512
15	224.875783	1922515535.12739	2.0	44.15586875255694
16	225.073448	588763720.336991	17.0	13.52258178748328
17	227.022816	365715727.08108	28.0	8.399669781949548
18	230.381904	796048989.073477	9.0	18.283459373869224
19	232.831255	275905454.980307	32.0	6.336929317670081
20	233.180434	8709333.69564776	150.0	0.20003385593540177
21	233.37717	301640685.557909	30.0	6.92800982804218
22	235.881659	253707800.827738	35.0	5.827099001364971
23	239.03701	628573976.529458	13.0	14.436934059452703
24	239.292809	501480680.384583	22.0	11.517886175904081
25	239.510062	62347827.8872605	73.0	1.431989731627559
26	239.707924	1124632007.83498	5.0	25.830274151514438
27	240.42084	12711607.7556334	134.0	0.2919571121460618
28	240.527291	55604212.8250969	82.0	1.2771040226894872
29	242.749013	434146230.314201	25.0	9.971364920024412
30	245.14765	267265845.33931	33.0	6.138496866846785
31	246.652281	502005019.550084	21.0	11.529929070200982
32	247.779535	603257930.302268	15.0	13.855481273185676
33	248.8769	930506812.923514	8.0	21.371653936772066
34	248.923102	1436423008.09733	4.0	32.991413936478786
35	248.98957	44151503.7305023	91.0	1.0140609884969831
36	249.663635	251481712.454921	36.0	5.775970745584615
37	251.43538	7136126.31091168	159.0	0.1639008117379947
38	251.814217	140157106.998396	44.0	3.2190943106991194
39	252.204068	404812871.759121	26.0	9.297643482270734
40	254.909657	37361646.4775224	102.0	0.8581132001784295
41	255.485279	365492893.374648	29.0	8.394551791631615
42	255.509506	562755406.029993	18.0	12.925229156499752
43	256.390415	87668973.3030143	65.0	2.0135596348160645
44	257.144426	933217713.323617	7.0	21.43391723716213
45	258.119689	179185290.662431	40.0	4.115484131239958
46	258.657786	23270572.6176376	116.0	0.534472846396617
47	258.916031	458775387.449351	24.0	10.537041404856419
48	259.148925	42276105.1936392	94.0	0.9709872914893919
49	259.87414	237339210.065354	37.0	5.451149193853921
50	260.40362	20425361.7737163	119.0	0.46912473643233726
51	260.697269	56662905.0082161	80.0	1.301419807000729
52	262.159143	41956441.3152787	95.0	0.963645329357011
53	265.30032	20747751.1515023	118.0	0.47652929717196935
54	265.34201	121323155.230747	47.0	2.7865206918392893
55	265.355999	100019519.329872	58.0	2.2972239690801857
56	265.803179	667086881.424306	11.0	15.321489082673326
57	266.648555	113350238.996003	52.0	2.6034006928567277
58	266.893812	10274326.7535424	142.0	0.23597823547378588
59	267.778533	130127292.918235	46.0	2.988731982778169
60	269.770978	516496344.651476	20.0	11.86276229705202
61	270.218155	19521051.1585723	122.0	0.4483547503884031
62	270.669139	55819239.3375544	81.0	1.282042699276964
63	271.71659	84626444.991659	67.0	1.9436795852989397
64	275.832299	19675780.9091835	121.0	0.4519085456297254
65	276.158565	119649723.023596	49.0	2.748085708321528
66	276.42606	656383202.502829	12.0	15.07564959113708
67	278.028019	93210603.9874414	63.0	2.140838459203037
68	279.17238	12572261.8631158	135.0	0.28875664961205816
69	280.35922	48174896.6099458	85.0	1.1064692966113345
70	281.22008	67626820.0278231	71.0	1.5532363378813892
71	283.005504	120530369.093018	48.0	2.768312172840722
72	284.448827	12546419.4027611	136.0	0.288163106274272
73	285.94766	41940552.3460135	96.0	0.963280395379278
